Date,Total Rainfall (mm),Mean Wind Speed (km/h),Mean Amount of Cloud (%),Humidity,Sun,Maximum Temperature,Minimum Temperature,Mean Temperature
2021-12-28,0,5.4,89.0,74,0.4,17.6,11.1,14.5
2021-12-29,0,5.2,65.0,74,6.9,23.1,15.2,18.1
2021-12-30,0,5.9,51.0,77,8.7,21.8,15.1,17.7
2021-12-31,0,6.0,76.0,78,4.2,20.5,16.4,17.6
2022-01-01,0,4.6,68.0,76,1.6,19.6,14.2,16.8
2022-01-02,0,4.0,10.0,77,9.5,22.8,12.9,17.4
2022-01-03,0,3.8,27.0,79,8.0,21.8,15.1,17.7
2022-01-04,0,4.7,49.0,75,8.7,23.3,14.1,18.8
2022-01-05,0,4.8,50.0,75,8.8,25.2,17.7,20.4
2022-01-06,0,6.9,54.0,80,8.1,23.2,15.9,19.4
2022-01-07,0,5.3,51.0,79,4.4,21.7,15.7,18.2
2022-01-08,0,4.9,34.0,75,9.5,20.2,13.6,16.8
2022-01-09,0,3.9,70.0,79,2.0,21.1,14.2,17.3
2022-01-10,0,4.9,78.0,76,3.8,21.3,15.1,17.9
2022-01-11,4,9.8,44.0,70,9.6,18.3,13,15.3
2022-01-12,0,5.6,84.0,72,1.4,16.8,13.4,15.3
2022-01-13,0,7.3,90.0,64,0.7,18.6,14.3,16.5
2022-01-14,0,8.0,84.0,75,0.1,17.3,13.3,15.9
2022-01-15,0,7.0,68.0,82,8.0,21.3,16.6,18.1
2022-01-16,0,5.0,59.0,82,4.7,21.8,16.6,18.5
2022-01-17,0,5.3,82.0,84,0.0,18.6,16.3,17.8
2022-01-18,0.5,5.8,89.0,82,1.1,17.8,15.1,16.6
2022-01-19,0,5.5,49.0,70,8.7,20.8,13,16.2
2022-01-20,0,5.0,54.0,73,7.6,20.9,12,16.5
2022-01-21,0,6.1,69.0,80,4.1,20,14.6,17.4
2022-01-22,1,6.3,94.0,91,0.0,18.5,17.2,17.7
2022-01-23,0,5.4,87.0,84,1.8,22.6,17.9,19.8
2022-01-24,1.5,5.9,86.0,88,1.2,22.3,18.9,19.9
2022-01-25,0,5.5,77.0,82,2.5,19.5,16.8,18.3
2022-01-26,1,6.3,88.0,83,3.4,21.8,17.9,19.5
2022-01-27,0,5.3,61.0,84,7.0,24.1,18.7,20.5
2022-01-28,0,7.6,89.0,86,0.0,19.7,18,18.8
2022-01-29,0,5.3,88.0,81,0.4,21.3,16.3,18.4
2022-01-30,0,9.8,58.0,64,7.0,18.7,12.3,15
2022-01-31,0,9.5,88.0,70,0.0,13.8,12.1,13
2022-02-01,2,6.2,89.0,84,0.0,14.6,11.2,12.8
2022-02-02,1.5,5.7,98.0,88,0.0,15.4,13.2,14.5
2022-02-03,0.5,7.3,93.0,85,0.1,13.4,10.6,12.1
2022-02-04,0,9.2,65.0,69,4.7,17.7,10.4,13.4
2022-02-05,0,8.1,87.0,69,1.5,16.8,12.1,14.2
2022-02-06,0,8.1,87.0,75,4.5,18.6,13.9,15.8
2022-02-07,0,8.8,94.0,85,0.0,17.5,15,16.2
2022-02-08,0,7.1,88.0,78,1.1,17.7,14.6,16.3
2022-02-09,0,5.8,88.0,77,0.0,17.4,14.3,15.9
2022-02-10,0,6.6,90.0,81,0.0,17.9,15,16.6
2022-02-11,0,8.8,45.0,81,10.4,22.6,16.3,18.8
2022-02-12,0,5.1,80.0,83,7.0,23.6,17.5,19.4
2022-02-13,1.5,5.5,91.0,86,0.0,18.8,13.7,16.9
2022-02-14,1,7.0,59.0,75,8.9,22.1,13,16.6
2022-02-15,0,5.6,53.0,77,6.7,21.9,15.2,17.4
2022-02-16,0,7.8,74.0,77,3.9,18.6,15.2,16.7
2022-02-17,5,9.5,88.0,86,0.0,17.1,15.2,15.7
2022-02-18,0,12.0,88.0,84,0.1,16.5,15.2,15.9
2022-02-19,31,9.4,90.0,92,0.0,15.8,9,11.8
2022-02-20,57.5,11.5,97.0,94,0.0,9.2,7.8,8.2
2022-02-21,47,7.7,100.0,95,0.0,9.5,7,8.4
2022-02-22,43,7.7,100.0,96,0.0,11.3,8.4,9.8
2022-02-23,8.5,9.5,78.0,77,6.1,16,8.7,11.7
2022-02-24,0,6.3,60.0,72,6.7,16.3,9,12
2022-02-25,0,4.5,45.0,70,8.0,20.6,9.7,14.5
2022-02-26,0,4.7,23.0,76,9.6,23.2,11,16.3
2022-02-27,0,6.1,30.0,79,10.6,22.2,11.8,16.8
2022-02-28,0,8.2,71.0,70,9.2,23.3,15.7,19.2
2022-03-01,0,5.0,56.0,77,8.9,27.9,18.5,21.9
2022-03-02,0,7.9,47.0,83,8.0,26.9,17.1,20.3
2022-03-03,0,11.3,56.0,76,6.4,22.3,17.5,19.4
2022-03-04,0,4.8,34.0,77,9.6,26.9,17.1,21.4
2022-03-05,0,5.3,39.0,84,8.2,27.7,17.6,21.8
2022-03-06,0,14.2,84.0,77,3.7,22.3,17.3,19.2
2022-03-07,4,10.1,62.0,70,4.5,24.1,17.1,19.9
2022-03-08,0,9.5,14.0,53,11.0,20.5,13.7,16.8
2022-03-09,0,8.0,14.0,57,11.0,24,12.5,18.1
2022-03-10,0,6.9,27.0,60,10.9,24.9,16,20.3
2022-03-11,0,4.2,40.0,71,9.9,26.6,15.6,20.9
2022-03-12,0,5.4,53.0,68,10.3,26,17.3,21.6
2022-03-13,0,4.8,47.0,75,10.1,27.7,20.2,23.3
2022-03-14,0,5.2,30.0,78,10.5,30.4,19.9,24.2
2022-03-15,0,5.4,43.0,80,10.4,30,19.7,23.8
2022-03-16,0,8.4,87.0,79,2.0,24.8,21.2,22.4
2022-03-17,0.5,6.2,79.0,85,5.9,28.7,22.3,24.7
2022-03-18,0.5,3.3,61.0,84,8.2,29.2,21.3,24.9
2022-03-19,0,6.2,75.0,85,5.1,26.7,22,23.5
2022-03-20,0.5,9.5,88.0,88,0.0,23,20.2,21.3
2022-03-21,0,7.3,88.0,89,0.2,24.8,21.6,23
2022-03-22,1,5.7,95.0,93,0.4,27.9,22.2,24.4
2022-03-23,60,7.3,91.0,94,0.0,22.6,15.6,17.2
2022-03-24,3,10.2,93.0,91,0.0,18.9,15.9,17.7
2022-03-25,1,12.7,92.0,90,0.3,27,18.9,23.7
2022-03-26,0,13.3,88.0,86,0.7,28.2,25.6,26.4
2022-03-27,0,7.1,88.0,83,0.0,26.2,17.9,21.7
2022-03-28,36.5,5.8,88.0,89,0.0,17.9,15.7,17
2022-03-29,0.5,5.7,86.0,82,0.5,20.4,17.3,19.1
2022-03-30,0,4.5,82.0,74,4.3,26.1,19.8,22.9
2022-03-31,0,7.5,56.0,69,8.5,29,21.4,24.4
2022-04-01,1.5,11.1,90.0,83,0.0,21.8,15,19
2022-04-02,2,11.7,88.0,76,0.0,15.8,13.4,14.9
2022-04-03,0,10.2,32.0,54,9.5,23.1,15.1,18
2022-04-04,0,6.6,5.0,53,11.1,25.2,13.8,19.2
2022-04-05,0,5.4,17.0,64,11.0,27,15.4,21
2022-04-06,0,5.0,15.0,70,10.9,26.4,16.6,21.4
2022-04-07,0,7.0,19.0,68,10.7,27.5,18.4,22.5
2022-04-08,0,7.1,8.0,50,10.9,28.9,17.9,23.2
2022-04-09,0,8.1,7.0,65,11.0,27.5,19.5,22.8
2022-04-10,0,4.5,13.0,67,11.1,28.7,18,23
2022-04-11,0,3.4,49.0,74,6.2,28.8,20.5,24.4
2022-04-12,0,4.4,31.0,77,9.6,29.7,20.4,24.6
2022-04-13,0,7.3,70.0,81,4.5,28,22.7,25.4
2022-04-14,0.5,6.0,36.0,69,10.1,30.2,22,25.5
2022-04-15,0,11.0,52.0,69,10.6,25.7,22.1,23.7
2022-04-16,0,10.3,87.0,73,1.1,22.7,21,21.5
2022-04-17,0,9.1,85.0,72,2.9,23.5,19.2,21
2022-04-18,0,6.2,88.0,76,0.1,23.2,20.3,21.4
2022-04-19,1,5.4,88.0,83,0.0,20.3,18.1,19
2022-04-20,0,4.9,86.0,75,4.9,25.9,19,21.4
2022-04-21,0,4.7,83.0,78,8.6,27.8,21,23.7
2022-04-22,0,4.9,87.0,84,2.5,28.6,23.2,25.4
2022-04-23,0,7.3,76.0,81,8.6,30.6,23.9,27
2022-04-24,0,6.9,80.0,79,6.0,30.8,25.6,27.4
2022-04-25,0,7.8,79.0,79,3.9,30.2,25.8,27.9
2022-04-26,0,7.5,88.0,80,2.1,31,25.8,28
2022-04-27,0,6.5,61.0,78,7.7,31.8,26.2,28.7
2022-04-28,0,7.1,60.0,79,6.1,31.7,26.7,28.3
2022-04-29,0,5.2,71.0,79,9.4,32.3,24.9,28
2022-04-30,19.5,6.2,83.0,85,0.0,26.4,24.1,24.9
2022-05-01,40,11.7,94.0,89,0.0,24.3,17.2,20.1
2022-05-02,29,8.5,93.0,84,0.0,20.9,16.4,18.6
2022-05-03,0,6.5,61.0,62,11.3,26.5,17.8,22.1
2022-05-04,0,7.2,48.0,63,11.0,27.9,19.8,24
2022-05-05,0,6.6,76.0,73,10.7,28.5,22.1,24.8
2022-05-06,0,6.9,73.0,76,10.8,28.5,22.4,25.1
2022-05-07,2,5.0,85.0,77,4.7,29.4,23,25.1
2022-05-08,0,5.7,83.0,70,1.8,26.7,22,24.7
2022-05-09,0,7.2,86.0,75,4.9,28.6,23.8,25.2
2022-05-10,9,5.6,88.0,88,1.0,27,24.1,25.7
2022-05-11,73.5,5.5,91.0,95,0.0,26.7,24.6,25.5
2022-05-12,200.5,7.8,96.0,91,0.0,26.9,24.3,25.7
2022-05-13,81.5,8.0,92.0,92,0.5,28.8,24.8,26.4
2022-05-14,2,5.8,89.0,93,0.3,26.4,24,25
2022-05-15,26,9.0,91.0,91,1.0,24.4,20.8,23
2022-05-16,4,8.8,85.0,85,0.0,20.9,19.1,20.2
2022-05-17,0,7.6,67.0,72,5.4,27.1,19.8,22.5
2022-05-18,0,6.0,71.0,52,4.9,27.4,19.6,23.9
2022-05-19,0,5.4,77.0,64,7.1,30,22.9,25.8
2022-05-20,0,6.5,55.0,76,9.6,30.4,24.4,26.8
2022-05-21,0,5.9,72.0,78,9.5,30.3,23.3,26.5
2022-05-22,0.5,6.5,88.0,83,1.5,26.2,24.2,25
2022-05-23,4.5,6.0,89.0,90,0.0,25.3,23.6,24.5
2022-05-24,12,4.0,92.0,93,0.1,26,24.2,25.2
2022-05-25,1,5.1,90.0,91,1.8,28.4,24.5,26
2022-05-26,1,4.2,86.0,88,3.6,30,25.3,27.1
2022-05-27,20.5,5.0,88.0,89,0.0,28.9,26,27.2
2022-05-28,2.5,7.8,78.0,81,5.2,30.8,26.4,28.7
2022-05-29,8,6.4,80.0,79,7.9,32.6,26.5,29.1
2022-05-30,2,4.9,84.0,78,7.4,31.9,26.1,28.5
2022-05-31,4.5,5.2,87.0,82,2.6,30.8,26,27.9
2022-06-01,0,8.0,88.0,81,2.1,32.1,26.6,28.7
2022-06-02,1,13.0,85.0,80,4.2,32.3,26.8,29.4
2022-06-03,5.5,12.5,86.0,81,1.1,30.8,27.5,29.2
2022-06-04,0.5,16.5,87.0,78,6.3,31.9,28.1,29.7
2022-06-05,0.5,16.8,87.0,78,6.5,31.5,28.6,29.6
2022-06-06,34,11.3,88.0,83,1.8,31.7,26,28.7
2022-06-07,46,7.2,86.0,86,0.5,30.1,24.8,27.2
2022-06-08,79.5,4.1,86.0,93,0.0,27.6,24.6,25.7
2022-06-09,31,6.4,88.0,90,0.5,29,24.7,26.7
2022-06-10,11,8.9,88.0,92,0.0,28.4,25.2,27
2022-06-11,50.5,5.0,88.0,89,0.2,29.7,25.4,27.2
2022-06-12,***,12.8,88.0,84,1.6,***,***,***
2022-06-13,0,17.3,87.0,80,2.7,30.7,28.6,29.4
2022-06-14,20.5,10.4,88.0,87,0.0,29.8,28.2,28.6
2022-06-15,16,6.8,88.0,88,1.4,***,***,***
2022-06-16,20,10.0,88.0,84,1.5,30.4,26.5,28.9
2022-06-17,1,15.7,88.0,79,4.5,30.9,27.6,29
2022-06-18,4,8.9,88.0,81,0.3,30.1,27.2,28.6
2022-06-19,4.5,10.8,88.0,81,2.3,31.2,26.8,29.3
2022-06-20,14,11.3,88.0,80,1.0,30.7,27,29.1
2022-06-21,0,10.7,88.0,80,0.4,31,28,29.3
2022-06-22,0,8.1,85.0,78,4.3,33,27.2,29.7
2022-06-23,0,7.5,55.0,74,10.7,33.3,26.7,29.9
2022-06-24,0,8.4,63.0,73,11.6,33.8,26.1,30
2022-06-25,0,10.7,70.0,74,11.6,33.4,27.2,29.7
2022-06-26,0.5,8.5,70.0,74,10.6,33.3,26.5,29.9
2022-06-27,0,8.5,73.0,73,9.2,33.5,27.2,29.9
2022-06-28,0,5.4,59.0,71,11.8,33.7,26.7,30
2022-06-29,1,5.8,82.0,78,7.1,33.3,27.5,29.5
2022-06-30,39.5,8.2,89.0,89,0.3,30.7,25.4,27.7
2022-07-01,50,16.3,88.0,85,2.5,31.4,25.2,27.7
2022-07-02,113,17.5,90.0,89,0.2,28.6,25.8,27.1
2022-07-03,2.5,17.5,88.0,82,1.0,30.9,27.8,29.4
2022-07-04,3,19.6,88.0,83,0.0,29.9,27.4,29
2022-07-05,2,15.7,88.0,82,0.1,30.6,28.3,29
2022-07-06,6.5,10.3,88.0,81,0.6,30.5,26.5,28.5
2022-07-07,11,4.4,87.0,86,1.8,31.8,26,28.4
2022-07-08,0,6.7,70.0,79,10.8,32.8,27.1,29.6
2022-07-09,0,7.4,75.0,81,4.8,33.5,28.1,30
2022-07-10,3,7.3,58.0,77,11.3,33.2,27.9,30.2
2022-07-11,0,4.0,30.0,73,11.6,34.5,26.6,30.3
2022-07-12,0,5.2,22.0,72,11.2,33.9,26.6,30
2022-07-13,0,5.7,32.0,71,10.7,34.9,26.1,30.2
2022-07-14,0,7.0,76.0,75,7.8,34.6,27,30.4
2022-07-15,0,10.1,85.0,77,7.1,34,27.4,30.5
2022-07-16,4.5,15.5,81.0,77,7.7,33.3,28.2,30.4
2022-07-17,6,16.9,85.0,76,8.9,32.8,28.4,30.5
2022-07-18,0.5,14.2,88.0,78,6.4,33.4,28.7,30.7
2022-07-19,1,7.8,88.0,75,7.8,33.2,28,30.6
2022-07-20,1,7.3,69.0,76,7.0,33.2,28,30.4
2022-07-21,5,5.7,41.0,74,9.7,33.9,26.7,30.1
2022-07-22,0,6.2,14.0,72,12.2,37,26.1,31.2
2022-07-23,0,9.5,20.0,74,11.5,35.9,27.9,31.8
2022-07-24,0,8.5,22.0,72,11.8,36.9,28,32.3
2022-07-25,0,9.0,31.0,74,10.5,36.4,29.4,32.2
2022-07-26,0,7.9,35.0,71,10.4,34.9,28.7,31.3
2022-07-27,0,8.9,27.0,69,10.6,35.4,27.4,31.1
2022-07-28,0,9.3,26.0,73,10.6,37.2,28.3,31.7
2022-07-29,0,6.9,57.0,74,8.6,36.8,27.9,31.5
2022-07-30,30.5,3.8,85.0,81,0.6,31.8,24.6,28.5
2022-07-31,4,6.7,47.0,76,10.4,34.5,26.4,30.2
2022-08-01,0,7.5,47.0,69,11.5,35,27.4,31.2
2022-08-02,0,5.7,63.0,70,10.3,34.7,26.8,30.3
2022-08-03,21.5,3.4,85.0,82,0.8,33.2,25.7,28.1
2022-08-04,38,3.4,83.0,86,0.2,29,26,26.9
2022-08-05,129,4.0,89.0,94,1.3,30.9,25,26.6
2022-08-06,0,4.3,81.0,89,5.3,31.7,25.8,28.4
2022-08-07,2.5,8.0,71.0,82,9.0,33,26.9,30.2
2022-08-08,19.5,5.3,86.0,87,1.9,31.8,26.9,28.5
2022-08-09,90.5,11.9,88.0,88,0.3,28.9,25.3,27
2022-08-10,41,13.3,90.0,90,0.9,30.2,26.7,28.2
2022-08-11,21,8.4,88.0,90,1.2,30.5,25.7,27.4
2022-08-12,61,3.4,84.0,93,0.1,27.4,25.2,26.2
2022-08-13,0,3.2,57.0,81,5.3,32.2,24.6,27.9
2022-08-14,25.5,4.2,27.0,78,10.0,33.1,25.2,28.7
2022-08-15,0,4.6,57.0,78,7.6,33.8,25.9,29.7
2022-08-16,3,5.8,72.0,82,6.5,32.7,27.2,29.5
2022-08-17,17,4.7,84.0,86,4.1,31.6,26,28
2022-08-18,20,3.4,84.0,87,1.8,31.2,26.1,28
2022-08-19,16,5.4,87.0,85,3.5,31.4,26.3,28.2
2022-08-20,9,10.0,74.0,83,6.2,31.1,26.4,28.5
2022-08-21,6,6.8,71.0,84,5.9,32.5,27.1,29.3
2022-08-22,0,6.8,41.0,77,10.6,34,26.5,30.1
2022-08-23,0,4.0,28.0,77,10.1,36.3,26.7,31.5
2022-08-24,5,10.5,69.0,73,6.3,34.8,26.2,30.7
2022-08-25,54.5,11.2,87.0,85,1.8,30.1,24.7,27.2
2022-08-26,10.5,5.8,66.0,80,7.7,32.4,26.8,29.2
2022-08-27,0,5.6,60.0,78,10.8,35,26.1,30.1
2022-08-28,0,6.8,57.0,80,10.9,34.9,26.8,30.2
2022-08-29,0,4.4,81.0,78,3.2,32.9,28,29.6
2022-08-30,1,3.6,65.0,80,6.6,33.3,26.8,29.2
2022-08-31,2,3.1,70.0,80,6.0,33.6,26.4,29.1
2022-09-01,11,4.5,71.0,78,7.2,34,26.2,29
2022-09-02,0,8.2,78.0,63,8.0,32.5,26.3,29.3
2022-09-03,0,7.1,30.0,54,11.1,33,26.5,29.9
2022-09-04,0,7.1,26.0,55,11.0,33.5,27.1,29.9
2022-09-05,0,4.8,38.0,52,10.2,34.5,26.1,29.9
2022-09-06,0,5.3,51.0,61,8.9,34,25.1,29.4
2022-09-07,32.5,6.1,86.0,81,0.5,29.3,25.9,28
2022-09-08,0,7.1,66.0,70,10.3,32.4,26.9,29.1
2022-09-09,0,4.3,44.0,55,11.0,33.7,25.2,28.9
2022-09-10,0,4.9,59.0,76,4.7,31.8,25.5,28.4
2022-09-11,0,4.0,43.0,78,8.6,34.1,26.2,29.6
2022-09-12,0,2.9,23.0,66,10.3,35.4,26.1,30
2022-09-13,0,2.9,5.0,56,11.0,35.8,24.6,29.8
2022-09-14,0,3.6,16.0,46,10.5,35.2,25.1,29.8
2022-09-15,0,5.6,10.0,52,11.0,34.4,24,29.5
2022-09-16,0,3.3,36.0,63,8.9,34.4,25.2,29.6
2022-09-17,1,6.1,23.0,69,10.5,35.1,25.3,30
2022-09-18,14,5.0,53.0,77,6.9,34.5,26.1,29.8
2022-09-19,3,6.8,79.0,77,5.7,33.7,25.1,28.6
2022-09-20,0,5.6,78.0,79,3.1,31.5,26,28.5
2022-09-21,0,8.0,71.0,72,9.8,30.5,26.7,28.2
2022-09-22,0,5.9,52.0,73,9.5,30.7,26.1,28.1
2022-09-23,2,4.0,53.0,77,5.7,32.3,24.8,28
2022-09-24,0,7.3,75.0,71,9.3,30.7,26,28
2022-09-25,0,5.5,39.0,71,9.6,32.3,25.7,28.2
2022-09-26,0,7.3,62.0,70,10.4,33.1,25.7,28.8
2022-09-27,0,11.8,86.0,72,4.0,31.9,27.8,29.2
2022-09-28,0,11.4,81.0,73,6.7,31.5,27.6,29
2022-09-29,23.5,8.5,84.0,81,2.9,31.4,24.8,28.3
2022-09-30,108.5,5.9,88.0,91,0.1,28.7,25,26.7
2022-10-01,2.5,5.7,85.0,86,3.8,30.7,25.5,28
2022-10-02,0,5.6,77.0,81,4.9,31.4,27.5,28.9
2022-10-03,0,4.4,33.0,76,10.8,32.5,26.3,29
2022-10-04,0,3.5,33.0,76,6.6,32.8,25,28.4
2022-10-05,0,7.0,54.0,75,7.2,31.7,25.6,28.5
2022-10-06,0,8.5,53.0,74,9.4,31.4,26.9,28.6
2022-10-07,4.5,6.1,65.0,77,8.9,31.4,24.8,28.1
2022-10-08,0.5,6.9,71.0,71,9.1,29.3,24.4,26.6
2022-10-09,5.5,8.6,49.0,71,9.3,31.3,23.3,27.1
2022-10-10,0,12.8,45.0,51,6.0,26.4,21.4,23.9
2022-10-11,0,5.7,16.0,48,10.7,26.6,19.4,22.7
2022-10-12,0,5.9,23.0,50,10.7,28.1,19.5,23.5
2022-10-13,0,5.6,64.0,60,8.0,29.4,20.3,25
2022-10-14,0,6.5,21.0,66,10.5,30.2,23.6,26.2
2022-10-15,0,6.4,31.0,53,10.7,30.6,23.5,26.9
2022-10-16,0,11.5,81.0,46,6.7,31.2,25.4,28.5
2022-10-17,0,17.5,87.0,45,1.5,29.8,26.1,27.4
2022-10-18,19.5,17.5,88.0,67,0.0,26.7,17.3,20.7
2022-10-19,0,9.2,74.0,54,5.8,25.3,19.2,22.8
2022-10-20,0,8.3,66.0,64,6.0,26.8,22.2,24.1
2022-10-21,0,6.8,36.0,68,10.3,29.3,21.5,24.8
2022-10-22,0,4.6,66.0,67,6.8,30.5,20.5,25.9
2022-10-23,0,6.8,86.0,71,4.1,29.7,23.5,25.9
2022-10-24,0,8.2,70.0,68,9.3,27.6,22.5,24.8
2022-10-25,0,9.7,46.0,63,10.5,25.8,21.3,23.5
2022-10-26,0,8.2,34.0,66,10.6,27.1,21.1,23.4
2022-10-27,0,6.7,28.0,70,10.4,28.4,21.8,24.3
2022-10-28,0,7.1,16.0,68,10.4,29.4,21.4,24.9
2022-10-29,0,8.8,60.0,65,10.0,29.2,22.5,25.7
2022-10-30,0,12.5,80.0,57,9.2,28.6,22.3,25.3
2022-10-31,0,17.1,85.0,50,2.8,26.9,23.6,25.5
2022-11-01,6,18.0,88.0,64,0.0,25.1,19,22
2022-11-02,44.5,15.0,88.0,86,0.0,22,19,20
2022-11-03,48.5,7.8,88.0,93,0.0,23.2,21.6,22.4
2022-11-04,4,7.0,88.0,87,0.0,24.7,21.9,23
2022-11-05,0.5,8.5,90.0,79,0.1,22,19.7,20.9
2022-11-06,7.5,6.1,88.0,84,0.8,22.2,19.2,20.3
2022-11-07,7.5,5.3,88.0,85,0.7,22.8,19.7,21.1
2022-11-08,6,6.9,88.0,85,0.4,24,20.9,22.3
2022-11-09,0,4.9,44.0,77,8.8,27.5,21.1,23.8
2022-11-10,0,4.0,46.0,78,9.0,28.9,22.6,24.9
2022-11-11,0,4.6,49.0,77,6.4,29.2,22.1,24.9
2022-11-12,0,3.3,66.0,79,0.9,27.7,21.5,24
2022-11-13,0,3.8,17.0,81,10.0,28.9,20.7,24.4
2022-11-14,0,6.5,83.0,79,2.2,26.5,22.9,24.1
2022-11-15,0,6.1,69.0,78,7.1,25.7,22.3,24
2022-11-16,0,8.1,70.0,80,5.6,26.3,22.3,24
2022-11-17,0,5.9,63.0,80,5.1,26.5,22,24
2022-11-18,0,4.8,61.0,80,8.5,27.3,21.2,24
2022-11-19,0,4.3,43.0,77,9.7,29.1,21.7,25
2022-11-20,0,6.8,53.0,78,8.9,28.2,22,24.5
2022-11-21,0.5,7.0,76.0,78,0.2,25.5,21.9,23.6
2022-11-22,4,5.0,88.0,86,0.0,24.2,22.6,23.6
2022-11-23,4.5,6.1,88.0,91,0.0,24.5,22.7,23.7
2022-11-24,8.5,6.0,88.0,93,0.0,23,21.8,22.2
2022-11-25,5,6.2,90.0,92,0.0,23.7,21.6,22.5
2022-11-26,1,4.8,87.0,88,0.2,23.9,21.6,22.8
2022-11-27,2,8.1,88.0,90,0.0,24.2,22.2,23.2
2022-11-28,1,5.5,65.0,88,4.2,29.7,23.9,25.8
2022-11-29,0,2.8,35.0,85,8.9,29.8,22.2,25.2
2022-11-30,0,7.4,61.0,82,2.6,25.5,17,21
2022-12-01,0,9.8,88.0,72,0.3,17,12.3,14.2
2022-12-02,0,8.5,75.0,69,5.7,19.1,10.8,14.7
2022-12-03,0,6.9,86.0,73,4.2,21.3,14.7,18
2022-12-04,0,6.6,84.0,74,4.6,23.3,18.5,20.1
2022-12-05,0,9.6,76.0,66,1.9,18.6,14,16.3
2022-12-06,0,6.9,76.0,68,6.5,18.5,13,15.5
2022-12-07,0,6.0,63.0,68,7.6,21.7,14.5,17.4
2022-12-08,0,4.3,32.0,72,9.6,22.9,14.9,18.3
2022-12-09,0,6.2,19.0,67,9.1,23.1,15.8,18.9
2022-12-10,0,7.8,10.0,61,9.6,22.4,14.4,18
2022-12-11,0,8.7,65.0,60,1.7,18.6,14,16
2022-12-12,0,10.2,84.0,61,5.0,18.1,14.4,15.6
2022-12-13,3,7.9,88.0,71,0.0,15.9,12.1,13.4
2022-12-14,11.5,7.5,93.0,91,0.0,12.9,10.9,11.8
2022-12-15,5.5,4.9,90.0,91,0.0,15.7,12.1,14.1
2022-12-16,8.5,7.0,96.0,90,0.0,18,14.9,16.4
2022-12-17,7.5,18.1,89.0,60,0.0,14.9,12.3,13.2
2022-12-18,0,16.3,42.0,30,8.9,14.6,9.2,11.9
2022-12-19,0,5.0,25.0,50,8.9,17,7.7,12
2022-12-20,0,4.7,53.0,71,7.3,20.1,11.3,15.9
2022-12-21,0,6.9,37.0,46,8.8,20.7,12.4,16.8
2022-12-22,0,7.4,6.0,35,9.4,21.1,12.2,16.8
2022-12-23,0,5.9,24.0,40,9.0,20.6,9.9,15.6
2022-12-24,0,4.0,13.0,49,9.4,20.9,9.2,14.2
2022-12-25,0,4.7,14.0,59,9.3,19.1,8.6,13.8
2022-12-26,0,4.5,7.0,65,9.3,20.7,11.2,15
2022-12-27,0,5.0,13.0,70,9.3,20,10.7,15.3
2022-12-28,0,5.5,23.0,68,9.3,20.9,12.7,16.9
